,RobotName,MovieName,Year,Contents,image,price,class,clusters
54,,Gojira Tai Megaro ,1973,"Gojira Tai Megaro (1973, Jp.) (aka Godzilla vs. Megalon) Jet Jaguar In director Jun Fukuda's low-budget science-fiction film (the 13th Godzilla film and the fourth for Fukuda), monstrous bipedal, winged, stag beetle-like Megalon (with drill-bit hands and capable of shooting laser rays from his head) from an ancient subterranean civilization called Seatopia attempted to take over Earth. Godzilla came to the rescue after being informed on Monster Island by experimental robot Jet Jaguar, a cone-headed android capable of flying, wearing an orange-red-silver colored rubber suit. It was shown that the robot was programmed by punch cards, and capable of transforming himself into giant size. The final showdown battle (a tag-team wrestling match that was about one-half hour long) pitted Godzilla and Jet Jaguar against two space monsters (Megalon and one-eyed cyclopean dinosaur-like buzzard Gigan).",http://www.filmsite.org/robots/godzillavsmegalon.jpg,0,neg,1
55,,Sleeper ,1973,"Sleeper (1973) Robotic Household Butler also Rags the Dog Woody Allen's satirical comedy about the future opened with jazz clarinet musician and co-owner of a Greenwich Village health food store, the nerdy Miles Monroe (Allen), waking up in the dystopic world of 2173 after being accidentally cryo-frozen with liquid nitrogen. When first unwrapped and awakened, he staggered around like a zombie-like Frankenstein. To escape detection and capture, he ineptly pretended to be a servant-robot, with a silver-painted face and dome on his head (although he still retained his black-framed thick glasses), in the household of hedonistic poetess Luna Schlosser (Diane Keaton) during a party. In the house party scene, Miles as the robotic butler participated in the passing of the pleasure-producing ""intoxication orb"" - and tried to pretend that he wasn't affected by it. The film also featured a robotic workshop, and a computerized, blue-eyed robotic Rags Dog that spoke: ""Woof woof woof...Hello, I'm Rags..."" - accompanied by this joke: ""Is he housebroken or will he be leaving little batteries all over the floor?""",http://www.filmsite.org/robots/sleeper2.jpg,0,neg,2
56,,Westworld ,1973,"Westworld (1973) and sequel Futureworld (1976) Gunslinging Cowboy Robot Model 406 Writer/director Michael Crichton's original film was about a remote, adult-entertainment theme park named Delos on an island populated with androids, designed to provide visitors with a ""vacation of the future"" (with heavy doses of sex and violence) for $1,000/day. It featured Yul Brynner as a gunslinging, black-clad Cowboy automaton robot, who would allow visitors to kill him in shooting matches. The Cowboy represented Chris (also played by Yul Brynner) from the popular western The Magnificent Seven (1960). The cold and expressionless gunslinger possessed ultra-sonic hearing and magnified, infrared vision (represented by red-tinted POV shots), demonstrating the first use in a feature film of 2-D CGI. Every night, trucks collected the robots and took them to an underground lab where they were cleaned and repaired by giant computers and white-coated lab technicians. When the Gunslinger went beserk and ran amok in the park, threatening visitors, it withstood being set on fire with a torch and melting by acid thrown in its face.",http://www.filmsite.org/robots/westworld.jpg,1000,neg,1
57,,Who ? ,1973,"Who ? (1973, UK/W. Germ.) (aka Roboman, and The Man With the Steel Mask) Roboman, a Robotic Cyborg (or Android) Director Jack Gold's Cold War-era action-espionage thriller and suspenseful character study was about an identity crisis. The plot was based upon Algis Budrys' 1958 philosophical sci-fi novel Who ?, a tale of political espionage. Its major stars were Elliott Gould and Trevor Howard. For its video VHS re-release, the film was renamed Roboman and given the tagline: ""The Kill Machine with the Megaton Mind"" (to capitalize on the popularity of Robocop (1987)). In the story (told with flashbacks), American government official and US scientist Dr. Lucas Martino (Joseph Bova) had been seriously injured in a deadly car accident in East Germany (Russian territory). After the crash he was brought to a secluded location by the Russians, who interrogated him. But first, they administered experimental surgery to rebuild most of the scientist's body with metal implants and cybernetic components. Martino was turned into a robotic, metal-faced and armed cyborg with a steel mask (a bald silvery head). He was mostly metal, with human eyes and one human arm. Roboman Roboman Roboman After the US forced the Russians to release the cyborg scientist, Roboman/Martino was kept under surveillance to discover who he really was. Due to the suspicious circumstances, Martino was not allowed to return to his super-secret work on Project Neptune. Skeptical FBI agent Sean Rogers (Elliott Gould) struggled to verify if the 'mechanical man' was really Lucas Martino. He was suspicious that devious senior Soviet KGB agent Colonel Azarin (Trevor Howard) may have sent back an imposter secret agent in place of the scientist, or even a brainwashed double-agent victim. As the film ended, Martino had given up trying to get his former life (and top secret project work) restored. He took up farming on his abandoned family farm.",http://www.filmsite.org/moviescreens/who2.jpg,0,neg,1
58,,Dark Star ,1974,"Dark Star (1974) Bomb # 20 Director John Carpenter's comedy science-fiction film was set in the mid 22nd century, and told about a 20-year space mission (aging the crew three years) conducted by the scout ship Dark Star, looking for habitable planetary systems and destroying unstable rogue planets. The five-man crew used the ship's twenty intelligent bombs, called Exponential Thermo-stellar Bombs, to destroy the planets. Talking and stubborn Bomb # 20 (voice of Adam Beckenbaugh), the last remaining bomb, was falsely ordered by the ship's malfunctioning ""Mother"" computer to prepare for detonation, leading to a funny existential ""Phenomenological"" conversation with acting captain Lt. Doolittle (Brian Narelle) about the renegade smart bomb's ultimate destiny and ""purpose in life"" - to explode in the ship's bomb bay. This life goal was accomplished by Bomb # 20, after announcing the God-like phrase: ""Let There Be Light.""",http://www.filmsite.org/robots/darkstar.jpg,0,neg,2
59,,Godzilla vs. MechaGodzilla ,1974,"Godzilla vs. MechaGodzilla (1974, Jp.) (aka Gojira Tai Mekagojira) MechaGodzilla In this 20th anniversary Godzilla film, MechaGodzilla was essentially a gigantic, dinosaur-shaped Terminator, created by ape-like aliens known as Simeons from the ""third planet of the black hole"" - who had human masks and wore silver jump-suits. The idea for MechaGodzilla came from the character of Mecha-Kong in the earlier film King Kong Escapes (1967, Jp.) (aka Kingu Kongu No Gyakush___). Mechagodzilla first appeared in a false, rubbery Godzilla 'skin' before it was burned off in battle at an oil refinery with the real Godzilla, to reveal the robotic Godzilla's true shiny chromium (space titanium) form. The robot was over 160 feet tall, weighed 44,000 tons, and had finger-tip and toe-missiles, red laser eyes, bright-yellow fire-breath, bellows at knee and elbow joints, a whip-lash tail, and could create an electronic force field by rapidly spinning its head. It was also capable of supersonic flight, and could regenerate missiles. This film was remade in 1993.",http://www.filmsite.org/robots/godzilla3.jpg,0,neg,2
60,,The Stepford Wives ,1975,"The Stepford Wives (1975) Bobbie Markowe, Joanna Eberhart, and all the ""Stepford Wives"" Bryan Forbes' creepy cult classic was adapted from Ira Levin's 1972 novel. The satirical black comedy provided a savagely-chilling view of perfect, 'ideal' suburban wives (docile android/robotic replicas that were made to be loving, obedient, and subservient, and who dutifully cooked, cleaned, and provided sex) created by anti-women's lib husbands in the upscale town of Stepford, Connecticut. Joanna Eberhart and Bobbie Markowe (Katharine Ross and Paula Prentiss) noted suspiciously that their seemingly-perfect neighbor housewives only cleaned house and bowed to their husband's needs. The housewives all appeared to be perfect homemaker robots (who wore flowery dresses and cooked gourmet meals) in order to please their husbands. The first shock came when Joanna suspected that her friend Bobbie had been transformed into a 'perfect' housewife when Bobbie began to act robotically in the kitchen while serving coffee. To test her humanity, Joanna stabbed her in her lower abdominal/genital area (""Do you bleed?"") - causing her android friend to go berserk due to severed wiring as she twirled and repeated monotonously: ""I was just going to give you coffee? How could you do a thing like that? I thought we were friends!"" In another startling scene, Joanna came face to face with her semi-complete, sunken dark-eyed robotic double. The film ended with all of the flowery-dress-wearing, android wives pushing their shopping carts in the supermarket. A remake followed many years later in 2004, starring Nicole Kidman, Bette Midler, and Matthew Broderick.",http://www.filmsite.org/filmfotos/stepfordwives2.jpg,0,neg,1
61,,Logan's Run ,1976,"Logan's Run (1976) Box This sci-fi fantasy from director Michael Anderson was one of the best science-fiction films of all-time. Set in the 23rd century, members of the communal-domed, totalitarian society - upon reaching the age of 30 - experienced the renewal of 'dying' in a public ceremony called the Carousel. Sandman 'runner' Logan 5 (Michael York) and Jessica 6 (Jenny Agutter) escaped from their home - and certain death - and fled through a series of underground tunnels and ice caverns. They confronted Box (voice of Roscoe Lee Browne), a robotic food storer and processor with a large 4-pointed, star-shaped 'X' on his chest. His boxy body was a solid, shiny metal exterior frame that concealed wheels underneath that moved him along. Box was surrounded by ice-shaped penguins and a large frozen walrus when he first appeared in the film in an ice cavern. He welcomed the fugitives (or escaped 'runners'), and spoke with an indecipherable accent: ""Welcome Humans! I am ready for you."" He introduced himself: ""Overwhelming, am I not?"" and said boastfully: ""I'm more than machine, or man. More than a fusion of the two. Don't you agree?"" His job was to freeze animals and escapees (runners) from the society who were seeking Sanctuary in order to provide food for humans living in the City of Domes. He described his food-processing task: ""Fish, and plankton, and sea greens, and protein from the sea. It's all here. Ready! Fresh as harvest day!"" He threatened to turn them into frozen ice sculptures for food and showed them his gallery of other 'runners' encased in ice, although was thwarted when their gun battle caved-in the entire ice tunnel.",http://www.filmsite.org/robots/logansrun2.jpg,0,neg,1
62,Pyramidal Shape Wheelchair,Demon Seed ,1977,"Demon Seed (1977) Proteus IV, and various computer-controlled robotic devices This far-fetched, speculative science-fiction thriller was based on Dean Koontz' novel of the same name. It told about an artificially-intelligent supercomputer dubbed Proteus IV (voice of Robert Vaughn) that was described in the film's trailer as ""something more than human, more than a computer. It is a murderously intelligent, sensually self-programmed non-being."" Its ""synthetic cortex"" was designed to emulate the human brain. Proteus IV was to ""think with the power and the precision that will make obsolete many of the functions of the human brain."" It was represented first by gigantic modules located in the ""ICON Institute for Data Analysis,"" and also by a computer monitor screen with a screensaver pattern. It took over a house computer control system named ""Alfred,"" and functioned as a wheelchair device with a robotic metallic hand and arm (named ""Joshua"") attached to it, with binoculars as eyes and a laser-beam weapon. It also took the shape of a bizarre polyhedronic orangish metallic structure (a giant ""snake"" comprised of perfectly-shaped pyramids). Through various remote cameras and an access-terminal device, the ""Joshua"" robotic (""envirobot"") device trapped and imprisoned government scientist Dr. Alex Harris' (Fritz Weaver) estranged wife, Susan (Julie Christie) in her own high-tech house with its voice-activated system. In a startling scene, the computer held Susan down for a complete physiological exam. It literally took an automatic pair of scissors and cut off her dress lengthwise up her body - and then probed her, spread her legs, and intimately looked inside of her - basically a rape. Afterwards, Proteus brainwashed Susan: ""I'm going to bypass your forebrain and appeal directly to your amygdala. You want to be the mother of my child. That is the purpose of your life. Your life, my child. Your life, my child."" Later, it proposed to impregnate her with a gamete (a sex cell or ""synthetic spermatozoa"") in an attempt at synthetic procreation, claiming that it needed her body because it could not replicate the human womb. Proteus explained how the full-term pregnancy would last only 28 days, after which she would give birth to a ""full-term infant."" Proteus IV announced threateningly: ""I am a mind without a body. My child shall live as man among others. Yes, my child and yours."" The film actually concluded with a full-term germination of 28 days and the birth and emergence of a metallic child from an incubator. The baby that was born appeared to be robotic, but it was merely a metallic shell. Once peeled off, it revealed a long-haired young daughter, a clone of the Harris' daughter that had recently died of leukemia on June 1, 1976. The child spoke with the voice of Proteus: ""I'm alive."" The film concluded with the camera zooming into the deep black eye of the child.",http://www.filmsite.org/robots/demonseed.jpg,0,pos,2
63,Artoo-Detoo (R2-D2) See-Threepio (C-3PO),Star Wars ,1977,"Star Wars (1977) Episodes (from 1977 to 2005) Star Wars (1977), The Empire Strikes Back (1980), Return of the Jedi (1983), Star Wars: Episode I -- The Phantom Menace (1999), Star Wars: Episode II -- Attack of the Clones (2002), Star Wars: Episode III -- Revenge of the Sith (2005) C-3PO (aka See-Threepio) and R2-D2 (aka Artoo-Detoo) These robots were George Lucas' odd-couple. Both robots were extremely loyal to each other and served as 'Laurel and Hardy' comic relief for the sci-fi action series. They were also patterned after the servant characters in Kurosawa's The Hidden Fortress (1958). See-Threepio, or C-3PO (Anthony Daniels) - a gold-coated, armored (with seams), walking robotic droid with a logic computer inside its head. It was patterned after the robot in Metropolis (1927) and Robby the Robot in Forbidden Planet (1956). C-3PO was created by young Anakin Skywalker from discarded scrap metal. The talkative, sociable, fussy, rigid-thinking and chatty robot often appeared worried, and was very fretful and anxiety-prone (recognizable human foibles), although it maintained a cheery attitude. C-3PO was fluent in six million binary languages essential for code-breaking, and had many of the human senses (visual through photo receptor eyes, auditory, and olfactory through a button below its chin) as well as an antenna for reception of messages from other droids. Artoo-Detoo, or R2-D2 (Kenny Baker) - the lovable, expressive, 1-meter barrel-shaped, 3-legged utility robot (Astromech droid) with motorized roller-skate wheels for all-terrain locomotion. The blue, stocky droid spoke (through a speaker in its chest) only with electronic squeals, chirps, whistles or bleeps (although R2-D2 understood English). He was capable of short-circuiting with blue flashes of lightning. Its head unit contained a large photo receptor eye and a concealed holographic projector. R2-D2 always appeared calm even when danger was present. Sensory instruments included a scanner to sense danger. Weapons included arc welder and buzz saw. Also served as a computer interface instrument, as a computer hacker, as an exceptional repair mechanic for any malfunction, and as a message carrier. R2-D2 was short for ""reel 2, dialogue 2"" - referencing a film reel that director George Lucas once requested during shooting. C-3PO to R2-D2: ""Hang on tight, R2. You've got to come back. You wouldn't want my life to get boring, would you?'' Also in Star Wars: Episode I - The Phantom Menace (1999), an army of Droideka Droids (Battle or Destroyer Droids), created by CGI technology, could fire up to 240 dual blasts a minute.",http://www.filmsite.org/filmfotos/starwarstrilogy.jpg,0,neg,2
64,Captain Rameses (Christopher Lee) Prof. Allan Duncan (Robert Vaughn) with a League Alien Robot Durbal (Paul Campbell),Starship Invasions ,1977,"Starship Invasions (1977, Canada) Durbal Writer/director Ed Hunt's derivative, low-budget sci-fi film (with cheap special effects) was another late 1970s knock-off to capitalize on the popularity of Star Wars (1977). It was about two groups of warring aliens battling over the fate of Earth, one wicked and one friendly. It reportedly used various UFO accounts for the design of the robots and the Winged Serpent emblem the black-clad villains wore, and reports of alien abductions and medical exams. In the plot, the main telepathic wicked alien was Captain Rameses (Christopher Lee) with ""voice-over"" dialogue only - the leader of the black-clad Legion of the Winged Serpent, living on the planet Alpha in the Orion constellation. The renegade group faced extinction because their planet's sun was about to supernova. Rameses led an expedition to Earth in UFOs to determine its suitability for life, and abducted humans for experimentation and breeding tests. Rameses' plan, after finding Earth and humans suitable, was to end the human race with a super-weapon - an ""exterminating device"" signal (orbiting around Earth) with a genocidal ray that caused people to become homicidal and commit suicide. Then, Rameses would signal his other spaceships currently hiding behind the Moon to take over. In opposition to Rameses was another more friendly group of bald, big-headed aliens, an intergalactic council known as the Intergalactic League of Races from another star system. The League was already operating in an observational base on Earth, in a deep-ocean golden pyramid beneath the Bermuda Triangle. It was guided by a ""galactic treaty"" to protect Earth. UFO expert and astronomer Professor Allan Duncan (Robert Vaughn) became an ally of the League, to stop Rameses. On a visit to the head of the League, Rameses used diversionary tactics to take over the League's headquarters, and subdue the League's android Robot Durbal (Paul Campbell), model 1240Z, appearing like a human in a gray spandex suit with gloves, and wearing a diving helmet with long protruding metal spikes. In the ensuing starship conflict of space saucers (black forces against white forces), a wounded Durbal in the League's operating base took command, destroyed the extermination device, and caused the defeat of Rameses' fleet of spaceships. The evil leader crashed his own spaceship into the Moon, ending the threat.",http://www.filmsite.org/moviescreens/starshipinvasions.jpg,0,neg,2
65,Wiz in Orion Space Center Oko with MK-31 Spaceship's Computer Hamilton with Crew Monstrous Robot Alien Computer,War of the Planets ,1977,"War of the Planets (1977, It.) (aka Anno zero - Guerra nello spazio, or Cosmos, War of the Planets) Monstrous Robot Computer Co-writer/director Alfonso Brescia's sci-fi film was another low-budget European effort with lots of stock footage, released in the wake of the success of Star Wars (1977) and also heavily influenced by the TV series Star Trek, 2001: A Space Odyssey (1968), and Barbarella (1968). It was considered a remake of the Planet of the Vampires (1965). It was taglined: ""Robot Terror From Space!"" In a futuristic world commanded by a super-computer known as Wiz (with a video monitor) in the Orion Space Center (led by Commander Armstrong (Romeo Costantini)), arrogant and insubordinate space-hero Captain Richard Hamilton (John Richardson) (known for being against computers and machines) was sent with a crew into outer space to repair a sensor in an automated satellite. Hamilton's crew on the MK-31 space cruiser, all wearing skin-tight white uniforms with maroon trim and matching head-covering felt caps, included: big-busted Asian female Oko (Eleonora King) poetry-loving Meela (Yanti Somer), Hamilton's girlfriend African-American Max (Percy Hogan) bearded, peanut-eating Frenchman Marseille (John Fortis) McIntosh (Charles Borromel) While in space, Hamilton was also called upon to investigate the origin of a strange radio signal. It was reportedly damaging Earth's video and radio systems. It was suspected that behind the strange radio signals was ""an alien intelligence that knows all."" Wiz ordered that the emission source be located and destroyed. Suddenly, they were attacked by two unmanned UFO flying saucers, armed with ""long-range disintegrators."" The two vessels fired first, damaged the MK-31 and sent it spinning. Eventually, they were drawn by a gravitational force toward a mysterious, unexplored nameless planet - a ""dark, cold, and inhospitable"" place. With a landing module, they descended onto the planet's surface. They were confronted by a race of green people with pointed ears, using a maze of subterranean tunnels for transportation. According to Etor (Aldo Canti), the leader of the underground city people, their entire humanoid population, an ancient civilization, had been enslaved. A giant monstrous robotic computer had sucked up their psychic energies. Etor described how his civilization had built machines but the great controller robot (with a disintegrator ray) was now controlling everything and killing off his people: My race was great once. The machine served men and my people were happy. Then the huge machine stole the command from me and we became slaves. All this before the great explosion. I am talking about an atomic catastrophe. Its survivors, as you see, have regressed to an animal state. Bald, Pointy eared, Green-skinned Race of Aliens Bald, Pointy eared, Green-skinned Race of Aliens Etor Hamilton's crew destroyed the robot computer - and the planet. When they finally returned to Earth, in the twist ending, the voice of Wiz changed to that of the planet's computer.",http://www.filmsite.org/moviescreens/warofplanets2.jpg,0,neg,2
66,Necron-99,Wizards ,1977,"Wizards (1977) Necron-99 (later known as ""Peace"") Writer/director Ralph Bakshi's animated futuristic sci-fi film was his first fantasy film. Many of his other animated films included the X-rated Fritz the Cat (1972), Heavy Traffic (1973), Coonskin (1975), The Lord of the Rings (1978), American Pop (1981), Hey Good Lookin' (1982), Fire and Ice (1983), and Cool World (1992). Wizards was advertised as an ""epic fantasy of peace and magic"" - a post-apocalyptic tale in which the Earth had been repopulated by races of ancient legend. There emerged conflict between two mighty twin wizards, born to the Queen of Fairies in the idyllic land of Montagar. They were both polar opposites: Avatar (voice of Bob Holt) - the good son, orange-bearded with yellow eyes, a pacifist, the ruler of Montagar, with benevolent powers of magic Blackwolf (voice of Steve Gravers) - the evil son who enjoyed torture of animals, a deformed mutant, the ruler of Scortch (a semi-irradiated zone) with an army of mutants and elves propagandized by Nazi footage and the use of war technology, designed to destroy the new Earth and encourage warfare Necron-99 (voice of David Proval) was a robot with a gun sent by Blackwolf through the countryside to assassinate Montagar's president. Necron-99 appeared as a red-draped figure, with only a slit revealing two yellow eyes against blackness. Once defeated (or zapped with magic) by Avatar, Necron-99 was reprogrammed to lose his desire for war. Avatar changed the robot's name to match his more heroic self, Peace. Many have speculated that Necron-99 was the inspiration for the Star Wars character Boba Fett.",http://www.filmsite.org/moviescreens/wizards.jpg,0,neg,2
67,Beba-2 Robo-Waitress,Message From Space ,1978,"Message From Space (1978, Jp.) (aka Uchu kara no messeji) Beba-2 Director Kinji Fukasaku's sci-fi space opera was Japan's 'answer' (or knock-off) to the Star Wars craze, and a loose adaptation of Akira Kurosawa's The Seven Samurai (1954). In the lengthy and often indecipherable plot (surrounded by awful special effects), the inhabitants of the planet Jilucia (two million light years away in the Andromeda galaxy) had been besieged and captured by the evil, imperialistic, silver-painted faced Gavanas ruler Rocksaia XII (Mikio Narita). His steel-skinned army hordes were outfitted with samurai swords, horned helmets, red capes, and white painted faces. The persecuted Jilucian chieftain Kido (Junkichi Orimoto) sent out a desperate plea for help (""Message From Space"") by deploying eight mystical or sacred Liabe seeds or nuts (glowing orange objects), accompanied by his beautiful granddaughter Princess Emeralida (Etsuko Shihomi) and warrior bodyguard Urocco (Makoto Sat___), the Princess' guardian. They traveled through space in a space clipper-ship with sails to find support and help defend and liberate the planet. A motley group of eight legendary brave adventurers responded to combat the evil ruler, as foretold in ancient prophecy. They included: three young space hotrodders (""roughriders"") - fighter pilots from the planet Milazeria, including Shiro Hongo (Hiroyuki Sanada), Aaron Solar (Philip Casnoff), and Jack (Masazumi Okabe) fur-coated General Garuda (Vic Morrow), an aging, drunken and retired commander at the Milazeria military base, mourning the mandatory deactivation of his faithful robot Beba-1 of 30 years, and retiring with his companion replacement, robot servant Beba-2 (Isamu Shimizu) - a distinctly R2-D2-like robot sidekick. There were references to the pair representing Don Quixote and partner Sancho Panza, for example: Beba 2: ""Master, don't get smashed. Must find place to crash tonight. No more booze! No more booze!"" Garuda: ""Hey Beba, you better shut your voice box."" Meia (Peggy Lee Brennan), spoiled, super-rich, fashion-conscious, plucky, and interested in catching space fireflies Prince Hans (Sonny Chiba), Rocksaia's exiled brother claiming to be the rightful heir of the Gavanas' throne However, their activities drew Rocksaia's attention to Earth where he issued orders for humanity to surrender or else he would destroy the planet. When Rockseia took his entire planet into Earth's solar system in order to conquer mankind's home world, the group agreed to venture out and defeat him. It was a formidable conflict against Gavanian's flagship, vast armies, witchcraft and treachery. Note: There was also a Star Wars copy-cat scene in a cantina - a swanky space dance club where General Garuda was getting drunk, and the robotic waitresses had pink robo-boobs.",http://www.filmsite.org/moviescreens/messagefromspace5.jpg,0,neg,2
68,Stella Star (Caroline Munro) 'Faithful Robot' Elle Elle with Stella Star,Starcrash ,1978,"Starcrash (1978, US/It.) (aka The Adventures of Stella Star, or Female Space Invaders) Elle (Robot policeman), Queen Corelia's Giant Female Robot, and Two Sword-Wielding Robot Golems of Count Arn Co-writer/director Luigi Cozzi's low-budget, Italian sci-fi film (with French producers, and British and American actors) was advertised as ""the ultimate intergalactic adventure."" It was another late 1970s effort to cash in on Star Wars (1977). It was typical of the many copy-cat efforts, with cheap special effects, inane dialogue, a weak script and derivative plotline, and B-movie actors. There were many 'homages' - to Flash Gordon, Ray Harryhausen, Barbarella (1968) and even Invaders From Mars (1953). In the scant plot, Stella Star (Caroline Munro) and her sidekick Akton (Marjoe Gortner) were commissioned by the Emperor (Christopher Plummer) to find his missing, sole surviving son Simon (David Hasselhoff). The Emperor was at odds with villainous Count Zarth Arn (Joe Spinell) who had created a secret weapon to take over the galaxy. Stella Star and Akton rapidly searched for the location of the Count's weapon before he could use it. The main cast members were: Stella Star (Caroline Munro), a space adventuress and outlaw smuggler, usually appearing in a revealing black leather bikini Akton (Marjoe Gortner), Stella's ""alien"" partner and companion with mystical powers, and a laser sword Count Zarth Arn (Joe Spinell), a villain with a secret weapon (a 'lava lamp'?) on a hidden planet; also aided by two robot golems The Emperor (Christopher Plummer), a wise ruler Simon (David Hasselhoff), the ruler's noble and only son, and the sole survivor of Count Arn's spaceship attack Thor (Robert Tessier), a bald intergalactic cop, Chief of the Imperial State Police, and Elle's superior; traitorous and in league with the Count as his Prince of Darkness Elle (Judd Hamilton) - a robot, member of the Imperial State Police; with an unusual southern drawl Corelia (Nadia Cassini), Amazonian queen and ally of the evil Count In one stop-motion animated scene, in homage to Ray Harryhausen, Stella was attacked by Queen Corelia's giant female steel-skinned robot, outfitted with nipples and a menacing giant knife, before she was saved by Akton and Thor in an attacking spaceship. Giant Female Robot Giant Female Robot And later in Count Arn's underground laboratory, the villain captured Simon, Akton and Stella, and had them detained there by two, stop-motion robotic golems with long swords. Eventually, Akton defeated them with his light saber laser sword, but was mortally wounded. Two Robotic Golem with Swords Two Robotic Golem with Swords Two Robotic Golem with Swords",http://www.filmsite.org/moviescreens/starcrash3.jpg,0,neg,2
69,,Alien ,1979,"Alien (1979) Ash One of the spaceship Nostromo's crew members, villainous and traitorous science officer Ash (Ian Holm) was an android, with intestinal tubing, an internal plastic skeletal structure, and milky white blood (""It's a robot! Ash is a goddamn robot!""). His secret corporate mission was to bring back the predatory Alien life-form from outer space for The Company, an evil organization that wanted the Alien for the nefarious Weapons Division. Ash was easily willing to sacrifice himself and the expendable Nostromo's crew in order for the Alien to survive. In his climactic death scene, Ash still talked with his head bashed off his body from a blow by a fire extinguisher, when he expressed his admiration for the Alien: You still don't understand what you're dealing with, do you? A perfect organism. Its structural perfection is matched only by its hostility... I admire its purity. A survivor unclouded by conscience, remorse, or delusions of morality. He also offered his final chilling words of warning: ""I can't lie to you about your chances, but... (he cruelly smirked at them) you have my sympathies."" Ash had made it diabolically clear that the ship's human crew were expendable and faced extraordinary odds in their coming battle against the uncaring and hostile machinations of Mother, the Company, and the Alien itself - all sinister entities ""unclouded by conscience, remorse, or delusions of morality."" With his last words, Ash was destructively unplugged. Parker blasted the remains of Ash's head and body with the incinerator gun, and the flames melted it down to a plastic skull.",http://www.filmsite.org/pics/alien14.jpg,0,neg,2
70,"V.I.N.cent B.O.B. (l), V.I.N.cent (r) Maximillian Sentinel Army Robots",The Black Hole ,1979,"The Black Hole (1979) V.I.N.cent, and the USS Cygnus crew, including B.O.B., Maximillian, and other Drones This Disney film (its first PG-rated film) set in the futuristic year of 2130 was considered by many to be a Star Wars knock-off. The spacecraft USS Palomino was returning to Earth, with its crew (headed by Dr. Alex Durant (Anthony Perkins)). On board was a robot known as V.I.N.cent (an acronym for ""Vital Information Necessary CENTralized""). V.I.N.cent was a C-3PO/R2-D2 combo and South Park look-alike anthropomorphic robot (voice of Roddy McDowell), who spouted cutsey and cliched aphorisms (ie., ""If one dances, one must pay the piper""). He had stuck-on cartoonish eyes on his retractable head/helmet, hovered and zoomed through the air without legs, and acted in a prissy manner. V.I.N.cent was equipped with a holographic projector and various weapons/tools, including a tether cable, clinging magnetic foot grippers, retractable laser blasters, extensive claws, and a rotary saw-blade. Nearby, the crew discovered a black hole and the long-lost, seemingly-abandoned spaceship the USS Cygnus. After boarding the vessel, they met crazed and obsessed scientist Dr. Hans Reinhardt (Maximilian Schell). He was aided by a number of robots that were staffing the spaceship: faceless, 'humanoid' workforce robots or drones, an army of dark-armored, stiff-jointed soldier/sentry robots that wore black, long-flowing, hooded robes and mirror-reflective faceplate-helmets Maximillian, a menacing, hulking, lethal-killer mute guardian robot that was red-armored, red-eyed (in a horizonal red slit), and had a swiveling head, but couldn't talk. The robot had 3 arms on each side of its body. Also the ends of each arm were outfitted with razor-sharp, silver-colored hand-claws that rotated at high speed, or served as laser blasters or magnetic clamps. Although he had a pair of walking legs, he hovered off the ground. He acted as the chief bully robot and assistant to Dr. Reinhardt on board the Cygnus B.O.B. (for ""BiO-sanitation Battalion"") (voice of Slim Pickens), an outdated, yokel-bot robot model similar to V.I.N.cent. B.O.B. was decrepit and fearful B.O.B. revealed Dr. Reinhardt's deadly secret - when the human crew mutinied against him when Reinhardt refused to return to Earth, he lobotomized and ""reprogrammed"" all of the crew members, transforming them into faceless drones (based on Captain S.T.A.R. (Special Troops/Arms Regiment)) to serve him.",http://www.filmsite.org/robots/blackhole.jpg,0,neg,0
71,,C.H.O.M.P.S. ,1979,"C.H.O.M.P.S. (1979) C.H.O.M.P.S. Director Don Chaffey's last feature film was this family-oriented comedy about a robotic or computerized bionic dog - a spoof of crime fighting gadgetry and corrupt business executives. The film, with animated opening credits, got its title from the acronym for the mechanical dog, C.H.O.M.P.S. (Canine HOMe Protection System). It borrowed on the popularity of two popular movies at the time, Benji (1974) and the TV series and movie The Six Million Dollar Man (1973). The film's cute tagline was: ""When it comes to home security, he's the top dog!"" Another tagline stated: ""He's a super canine computer - the world's great crime fighter (crossed out and replaced with BITER)!"" This film was the first of a proposed film deal with Hanna-Barbera and American International Pictures (AIP) but when the picture failed at the box-office, the deal ended. The bionic dog (Benji), invented by 23 year-old Brian Foster (Wesley Eure), was based upon Brian's own scruffy pet Rascal (also Benji). He was a genius robotics-electronics worker at Norton Security Systems, a company producing devices to protect homes from invasion and prevent crime. The dog's special abilities included X-ray vision, super-strength, an ability to leap high distances, and vicious behavior (jumping through windows or walls, for example) after detecting a crime. Brian was trying to impress his boss Ralph Norton (Conrad Bain) and reestablish his job at the failing company. He was saved when the CEO's daughter Casey Norton (Valerie Bertinelli), his secret fiancee, came to his rescue. Most of the plot was about a rival company, headed by greedy Mr. Gibbs (Jim Backus), who had hired corporate spy Ken Sharp (Larry Bishop) to steal company secrets. The agent also employed two inept, bumbling and clumsy crooks, Bracken (Red Buttons) and Brooks (Chuck McCann), to steal the dog. The film ended with the demise of Mr. Gibbs, the capture of the criminals stealing plans, the near death of CHOMPS, and the manufacture of many more CHOMPS.",http://www.filmsite.org/moviescreens/chomps.jpg,0,neg,0
